max_number_of_vehicles,MINIMUM_SPEED,min_number_of_vehicles,AVERAGE_SPEED,avg_number_of_vehicles,MAXIMUM_SPEED,DATE
287,2,11,61.13,44.11,190,2020-05-31T15:00:00
180,0,11,59.84,39.85,215,2020-05-31T16:00:00
172,1,11,60.82,38.60,202,2020-05-31T17:00:00
159,3,11,61.97,36.69,197,2020-05-31T18:00:00
145,2,11,62.83,35.24,205,2020-05-31T19:00:00
155,5,11,62.40,35.25,204,2020-05-31T20:00:00
190,6,11,60.48,39.47,186,2020-05-31T21:00:00
245,6,11,62.70,40.08,211,2020-05-31T22:00:00
257,6,11,63.31,49.12,192,2020-05-31T23:00:00
288,6,11,58.89,58.49,203,2020-06-01T00:00:00
185,6,11,63.80,43.04,193,2020-06-01T01:00:00
142,1,11,68.54,34.87,189,2020-06-01T02:00:00
144,6,11,68.81,35.03,199,2020-06-01T03:00:00
161,6,11,67.16,33.66,208,2020-06-01T04:00:00
337,6,11,61.03,58.08,184,2020-06-01T05:00:00
973,6,11,59.08,124.17,190,2020-06-01T06:00:00
1147,3,11,57.71,151.84,199,2020-06-01T07:00:00
518,4,11,54.45,78.63,192,2020-06-01T08:00:00
1137,2,11,52.76,123.25,194,2020-06-01T10:00:00
1150,6,11,51.18,122.26,188,2020-06-01T11:00:00
1170,3,11,51.64,121.68,178,2020-06-01T12:00:00
1247,1,11,52.02,125.37,175,2020-06-01T13:00:00
453,2,11,51.71,54.63,169,2020-06-01T14:00:00
611,1,11,52.45,76.55,185,2020-06-01T15:00:00
510,6,11,52.21,78.11,205,2020-06-01T17:00:00
1000,2,11,52.34,141.85,215,2020-06-01T18:00:00
822,3,11,53.17,122.49,197,2020-06-01T19:00:00
627,4,11,55.81,104.54,211,2020-06-01T20:00:00
320,4,11,55.54,50.62,193,2020-06-01T21:00:00
452,3,11,57.56,75.24,187,2020-06-01T22:00:00
417,5,11,60.07,71.23,181,2020-06-01T23:00:00
315,6,11,61.05,58.45,221,2020-06-02T00:00:00
221,6,11,63.39,42.22,191,2020-06-02T01:00:00
171,6,11,67.09,34.37,196,2020-06-02T02:00:00
143,6,11,69.31,33.20,187,2020-06-02T03:00:00
156,6,11,68.07,33.91,186,2020-06-02T04:00:00
310,6,11,61.68,56.11,188,2020-06-02T05:00:00
940,6,11,59.46,121.85,200,2020-06-02T06:00:00
1115,3,11,58.68,155.12,193,2020-06-02T07:00:00
1096,6,11,56.14,142.38,218,2020-06-02T08:00:00
55,6,11,47.93,18.91,146,2020-06-02T09:00:00
990,1,11,53.82,136.38,193,2020-06-02T17:00:00
1093,3,11,52.49,143.52,199,2020-06-02T18:00:00
870,2,11,54.84,126.73,215,2020-06-02T19:00:00
667,4,11,56.13,99.24,215,2020-06-02T20:00:00
572,5,11,56.15,86.87,183,2020-06-02T21:00:00
337,3,11,57.61,55.36,177,2020-06-02T22:00:00
368,3,11,59.50,64.33,185,2020-06-02T23:00:00
193,6,11,61.55,39.23,181,2020-06-03T00:00:00
244,6,11,64.34,42.09,205,2020-06-03T01:00:00
175,6,11,66.98,36.84,176,2020-06-03T02:00:00
140,6,11,68.26,34.88,194,2020-06-03T03:00:00
169,6,11,68.03,33.59,183,2020-06-03T04:00:00
303,2,11,61.83,55.30,181,2020-06-03T05:00:00
883,2,11,60.01,117.35,195,2020-06-03T06:00:00
1021,2,11,58.89,140.26,199,2020-06-03T07:00:00
1020,6,11,56.25,128.34,196,2020-06-03T08:00:00
1055,2,11,55.47,119.36,198,2020-06-03T09:00:00
957,3,11,54.55,110.03,195,2020-06-03T10:00:00
1114,3,11,54.27,119.08,184,2020-06-03T11:00:00
1223,1,11,54.23,120.25,213,2020-06-03T12:00:00
1142,2,11,53.21,121.30,191,2020-06-03T13:00:00
489,5,11,51.56,60.98,189,2020-06-03T14:00:00
1080,2,11,52.76,117.39,188,2020-06-03T15:00:00
959,6,11,53.09,113.50,200,2020-06-03T16:00:00
