max_number_of_vehicles,minimum_speed,min_number_of_vehicles,average_speed,avg_number_of_vehicles,maximum_speed,date,average_felt_temperature,average_road_temperature,minimum_felt_temperature,minimum_precipitation,maximum_humidity,maximum_felt_temperature,maximum_precipitation,maximum_temperature,average_humidity,average_wind,average_directionofwind,minimum_temperature,average_temperature,maximum_road_temperature,minimum_humidity,minimum_directionofwind,minimum_wind,maximum_directionofwind,minimum_road_temperature,maximum_wind,average_precipitation
224,6,11,58.94,45.44,171,2020-01-06 01:00:00,3.72,5.91,-1.41,0.0,100.0,9.84,1.53,7.46,95.74,4.61,118.87,3.46,5.68,10.0,83.8,0.0,0.0,358.0,4.2,18.86,0.2
149,6,11,63.01,37.52,157,2020-01-06 02:00:00,3.52,5.93,-1.7,0.0,100.0,10.08,3.91,7.59,95.29,5.06,123.52,4.14,5.78,10.0,84.2,0.0,0.0,359.0,4.1,18.4,0.2
125,6,11,63.84,31.18,166,2020-01-06 03:00:00,3.66,6.04,-1.75,0.0,100.0,9.45,1.52,7.68,95.65,5.15,125.35,4.2,5.95,10.0,83.7,0.0,0.0,356.0,4.2,20.02,0.2
169,3,11,63.47,35.92,165,2020-01-06 04:00:00,3.98,6.23,-1.32,0.0,100.0,9.68,1.54,7.97,95.66,5.11,120.47,4.27,6.16,10.1,85.4,0.0,0.0,358.0,4.3,21.3,0.2
389,6,11,57.09,68.56,167,2020-01-06 05:00:00,3.97,6.36,-1.01,0.0,100.0,10.2,60.0,8.13,95.54,5.26,109.11,4.54,6.26,10.0,85.7,0.0,0.0,359.0,4.4,18.61,0.79
902,6,11,53.63,139.52,167,2020-01-06 06:00:00,4.08,6.46,-0.02,0.0,100.0,8.35,60.0,7.87,95.26,5.18,104.96,4.68,6.33,10.0,85.8,0.0,0.0,353.0,4.5,18.64,2.21
816,5,11,48.75,131.71,168,2020-01-06 07:00:00,4.23,6.6,-0.17,0.0,100.0,8.56,1.09,8.51,95.04,5.61,98.23,4.88,6.55,10.0,83.3,1.0,0.0,358.0,4.8,22.56,0.19
617,5,11,45.04,101.89,177,2020-01-06 08:00:00,4.26,6.84,-0.15,0.0,100.0,8.08,1.03,8.33,93.43,6.13,112.96,4.91,6.8,10.0,83.2,1.0,0.0,359.0,5.3,20.7,0.17
668,3,11,48.02,106.0,170,2020-01-06 09:00:00,4.19,6.97,-1.11,0.0,100.0,9.43,1.26,8.21,93.39,6.02,84.53,4.63,6.8,10.0,82.5,0.0,0.0,356.0,5.5,19.6,0.18
704,5,11,49.77,101.18,175,2020-01-06 10:00:00,3.96,6.95,-0.2,0.0,100.0,8.94,60.0,8.16,92.39,6.55,96.71,4.09,6.7,10.0,74.78,0.0,0.0,359.0,5.1,22.77,1.0
807,4,11,50.41,106.31,166,2020-01-06 11:00:00,4.08,6.95,-0.09,0.0,100.0,8.97,60.0,8.01,93.03,6.28,106.69,4.57,6.68,10.0,76.7,0.0,0.0,358.0,5.3,24.68,1.24
723,2,11,49.46,96.07,173,2020-01-06 12:00:00,4.01,6.92,-0.56,0.0,100.0,9.49,60.0,8.18,94.13,6.45,115.1,4.98,6.67,10.0,82.7,0.0,0.0,358.0,5.3,23.99,1.31
1075,6,11,50.06,123.67,161,2020-01-06 13:00:00,3.79,6.92,-1.06,0.0,100.0,9.83,60.0,8.32,94.24,6.9,106.18,4.57,6.61,10.0,84.2,0.0,0.0,359.0,5.0,22.05,1.13
1146,1,11,49.52,127.25,160,2020-01-06 14:00:00,3.34,6.6,-1.51,0.0,100.0,8.84,60.0,8.11,93.66,6.96,123.07,4.33,6.24,10.0,82.3,0.0,0.0,358.0,4.6,22.93,1.65
1057,3,11,49.13,127.1,163,2020-01-06 15:00:00,3.21,6.41,-1.86,0.0,100.0,8.82,60.0,7.83,92.96,6.98,119.02,4.4,6.18,10.0,82.1,0.0,0.0,359.0,4.4,24.77,3.43
738,5,11,47.67,111.35,174,2020-01-06 16:00:00,3.12,6.31,-1.81,0.0,100.0,8.51,62.0,7.65,92.84,7.0,119.79,4.27,6.12,10.0,82.1,0.0,0.0,360.0,4.3,21.58,2.98
839,4,11,47.12,134.78,166,2020-01-06 17:00:00,2.93,6.19,-2.12,0.0,100.0,8.12,60.0,7.59,92.44,7.48,118.77,4.2,6.1,10.0,81.2,0.0,0.0,359.0,4.2,23.34,3.5
775,4,11,45.35,122.06,150,2020-01-06 18:00:00,3.14,6.11,-1.75,0.0,100.0,8.13,60.0,7.63,91.09,7.24,109.85,4.27,6.23,10.0,79.99,0.0,0.0,359.0,4.2,23.77,2.38
755,3,11,46.68,129.53,160,2020-01-06 19:00:00,3.25,6.12,-1.34,0.0,100.0,8.79,60.0,7.87,90.65,7.39,116.92,4.68,6.32,10.0,78.36,0.0,0.0,359.0,4.1,22.43,2.07
588,6,11,49.95,109.83,162,2020-01-06 20:00:00,3.26,6.08,-1.01,0.0,100.0,8.08,60.0,7.8,90.21,7.33,109.0,4.74,6.32,10.0,79.44,0.0,0.0,359.0,4.1,23.83,3.63
658,3,11,52.62,99.06,159,2020-01-06 21:00:00,3.14,6.02,-1.28,0.0,100.0,8.14,60.0,7.59,91.9,6.73,114.13,4.47,6.13,10.0,80.1,0.0,0.0,358.0,4.1,22.27,2.15
450,3,11,53.28,82.26,167,2020-01-06 22:00:00,3.11,6.0,-1.34,0.0,100.0,8.36,60.0,7.55,92.57,6.79,116.12,4.54,6.08,10.0,81.7,0.0,0.0,360.0,4.1,22.21,1.01
380,6,11,54.58,72.11,160,2020-01-06 23:00:00,2.95,5.93,-1.53,0.0,100.0,9.02,60.0,7.5,93.18,6.69,128.15,4.27,5.94,10.0,82.6,0.0,0.0,359.0,4.1,20.72,1.04
219,6,11,56.09,47.09,169,2020-01-07 00:00:00,2.79,5.87,-1.81,0.0,100.0,8.3,60.0,7.38,93.44,6.72,131.06,4.06,5.85,10.0,83.3,0.0,0.0,359.0,3.9,19.41,1.25
245,6,11,57.08,45.83,176,2020-01-07 01:00:00,2.8,5.82,-1.88,0.0,100.0,8.67,61.0,7.42,93.12,6.61,133.2,4.06,5.78,10.0,81.1,0.0,0.0,359.0,3.8,20.95,1.11
156,6,11,59.07,37.35,171,2020-01-07 02:00:00,2.56,5.74,-1.85,0.0,100.0,8.27,1.39,7.26,93.41,6.62,130.2,4.06,5.63,10.0,81.2,0.0,0.0,359.0,3.7,20.93,0.14
145,6,11,61.23,37.3,172,2020-01-07 03:00:00,2.4,5.68,-2.46,0.0,100.0,8.0,2.1,7.02,93.54,6.57,135.4,3.86,5.47,10.0,83.5,0.0,0.0,359.0,3.7,18.95,0.13
205,6,11,60.39,40.24,164,2020-01-07 04:00:00,2.35,5.69,-2.3,0.0,100.0,7.71,133.3,6.92,93.61,6.56,141.05,3.65,5.43,10.0,83.8,0.0,0.0,359.0,3.7,22.42,0.32
381,6,11,54.64,66.14,185,2020-01-07 05:00:00,2.24,5.75,-1.78,0.0,100.0,7.59,60.0,6.85,94.35,6.5,138.52,3.58,5.35,10.0,84.3,0.0,0.0,359.0,3.7,20.28,0.6
880,6,11,52.61,140.68,177,2020-01-07 06:00:00,2.24,5.8,-2.03,0.0,100.0,6.74,60.0,6.83,94.56,6.34,133.95,3.72,5.32,10.0,83.7,1.0,0.0,355.0,3.7,18.63,1.32
892,6,11,48.53,146.84,156,2020-01-07 07:00:00,2.18,5.91,-1.78,0.0,100.0,7.27,1.9,6.84,94.47,6.24,140.33,3.52,5.25,10.0,84.1,0.0,0.0,359.0,3.8,16.1,0.15
757,6,11,46.48,119.26,184,2020-01-07 08:00:00,1.96,6.05,-2.46,0.0,100.0,7.05,5.79,6.68,94.93,6.19,141.34,3.24,5.03,10.0,83.9,0.0,0.0,358.0,3.9,16.58,0.15
796,3,11,48.91,114.66,167,2020-01-07 09:00:00,1.84,6.16,-2.57,0.0,100.0,6.74,1.83,6.65,94.8,5.88,162.43,3.17,4.87,10.0,84.5,0.0,0.0,359.0,4.0,16.6,0.16
816,2,11,50.24,111.51,168,2020-01-07 10:00:00,2.05,6.24,-2.25,0.0,100.0,7.91,60.0,6.62,94.58,5.77,156.17,3.11,4.97,10.0,83.9,0.0,0.0,355.0,4.2,18.97,1.39
1002,1,11,50.13,120.95,175,2020-01-07 11:00:00,2.04,6.22,-2.68,0.0,100.0,7.43,60.0,6.66,94.73,5.72,171.26,3.04,4.96,10.0,84.7,0.0,0.0,356.0,4.0,15.5,1.13
926,5,11,50.0,112.22,187,2020-01-07 12:00:00,1.92,6.11,-2.46,0.0,100.0,7.85,62.0,6.65,94.7,5.74,162.2,3.04,4.88,10.0,85.4,0.0,0.0,360.0,3.8,17.04,1.41
727,1,11,49.53,93.78,181,2020-01-07 13:00:00,1.69,5.85,-3.35,0.0,100.0,7.1,60.0,6.55,94.59,5.83,171.57,2.57,4.74,10.0,85.4,0.0,0.0,359.0,3.4,19.35,1.14
938,2,11,49.21,108.33,169,2020-01-07 14:00:00,1.5,5.59,-3.6,0.0,100.0,7.99,60.0,6.39,94.68,5.88,167.11,2.37,4.55,10.0,85.1,0.0,0.0,359.0,2.9,19.27,1.94
558,1,11,48.15,77.11,164,2020-01-07 15:00:00,1.23,5.39,-3.4,0.0,100.0,6.4,60.0,6.17,94.99,6.0,167.5,2.19,4.39,10.0,85.6,0.0,0.0,359.0,2.9,16.2,2.25
493,2,11,46.31,74.68,165,2020-01-07 16:00:00,1.15,5.29,-3.2,0.0,100.0,6.55,60.0,5.99,94.39,5.87,168.32,2.7,4.34,10.0,85.1,0.0,0.0,357.0,2.8,16.56,2.04
470,3,11,45.96,79.86,177,2020-01-07 17:00:00,1.02,5.13,-3.28,0.0,100.0,6.62,60.0,5.82,94.61,5.79,168.82,2.56,4.18,10.0,84.8,0.0,0.0,359.0,2.7,15.93,2.31
446,6,11,44.35,77.63,161,2020-01-07 18:00:00,1.04,5.02,-3.33,0.0,100.0,7.68,60.0,5.62,94.7,5.57,161.04,2.49,4.1,10.0,85.5,0.0,0.0,357.0,2.6,15.3,1.19
546,2,11,46.33,90.72,185,2020-01-07 19:00:00,1.2,4.83,-3.3,0.0,100.0,6.95,60.0,5.65,94.49,5.38,171.52,2.64,4.16,10.0,85.0,0.0,0.0,359.0,2.6,15.5,1.33
577,6,11,50.79,103.61,200,2020-01-07 20:00:00,1.26,4.91,-3.03,0.0,100.0,7.23,60.0,5.73,94.33,5.16,168.93,2.56,4.12,10.0,85.4,0.0,0.0,359.0,2.5,14.25,2.03
607,1,11,53.12,92.79,169,2020-01-07 21:00:00,1.31,4.87,-2.89,0.0,100.0,6.62,60.0,5.71,93.88,5.07,162.9,2.56,4.16,10.0,84.7,0.0,0.0,360.0,2.5,15.42,1.09
442,4,11,54.55,79.94,172,2020-01-07 22:00:00,1.45,4.85,-2.94,0.0,100.0,7.1,1.47,5.83,93.6,4.96,168.79,2.57,4.23,10.0,83.0,0.0,0.0,360.0,2.6,15.03,0.14
416,6,11,56.24,74.0,187,2020-01-07 23:00:00,1.55,4.82,-2.9,0.0,100.0,6.5,1.67,5.94,93.54,4.88,161.12,2.49,4.25,10.0,79.71,0.0,0.0,359.0,2.6,15.73,0.14
349,6,11,57.1,65.1,161,2020-01-08 00:00:00,1.75,4.82,-2.98,0.0,100.0,7.52,1.33,6.25,92.7,4.74,168.64,2.56,4.33,10.0,76.86,0.0,0.0,359.0,2.6,15.0,0.14
241,6,11,59.32,50.25,159,2020-01-08 01:00:00,1.67,4.78,-2.74,0.0,100.0,7.11,130.0,6.28,92.75,4.85,157.47,2.49,4.34,10.0,77.86,0.0,0.0,359.0,2.6,14.51,0.33
166,6,11,61.34,40.17,187,2020-01-08 02:00:00,1.66,4.78,-2.84,0.0,100.0,8.16,30.0,5.87,93.22,4.66,165.61,2.49,4.22,10.0,79.36,0.0,0.0,359.0,2.6,15.85,0.16
179,6,11,62.34,38.21,156,2020-01-08 03:00:00,1.78,4.75,-3.02,0.0,100.0,7.85,1.18,6.29,92.57,4.63,158.34,2.42,4.27,10.0,72.87,0.0,0.0,359.0,2.6,15.31,0.13
197,2,11,62.56,39.62,168,2020-01-08 04:00:00,1.77,4.77,-3.43,0.0,100.0,7.8,1.27,6.49,91.53,4.65,158.53,2.29,4.32,10.0,69.98,0.0,0.0,359.0,2.6,14.43,0.14
406,6,11,56.69,65.19,180,2020-01-08 05:00:00,1.97,4.84,-2.9,0.0,100.0,8.41,60.0,6.55,90.39,4.36,156.41,2.29,4.32,10.0,66.57,0.0,0.0,359.0,2.6,14.95,0.76
774,6,11,54.06,118.05,178,2020-01-08 06:00:00,2.24,4.92,-2.85,0.0,100.0,7.93,60.0,6.65,87.52,4.38,160.11,2.29,4.56,10.0,66.02,1.0,0.0,358.0,2.7,15.04,1.09
588,5,11,49.93,103.83,174,2020-01-08 07:00:00,2.48,4.93,-2.78,0.0,100.0,7.85,0.77,6.83,85.51,4.57,155.01,2.64,4.87,10.0,65.29,1.0,0.0,355.0,3.0,12.94,0.06
443,3,11,46.03,69.3,178,2020-01-08 08:00:00,2.57,5.26,-2.55,0.0,100.0,7.46,0.61,6.82,83.82,4.44,171.06,3.05,4.94,10.0,64.22,1.0,0.0,359.0,3.1,13.82,0.06
604,5,11,50.75,89.24,186,2020-01-08 09:00:00,2.45,5.72,-2.72,0.0,100.0,7.99,0.91,7.11,84.08,4.67,182.3,2.3,4.9,10.0,64.24,0.0,0.0,358.0,3.3,12.33,0.05
823,1,11,52.52,102.0,175,2020-01-08 10:00:00,2.25,6.52,-2.91,0.0,100.0,8.74,60.0,7.29,85.77,4.67,173.88,2.66,4.76,10.0,65.81,0.0,0.0,359.0,3.3,13.87,1.06
787,1,11,51.9,93.12,171,2020-01-08 11:00:00,2.32,6.54,-2.55,0.0,100.0,8.0,60.0,6.94,86.05,4.46,164.6,2.33,4.71,10.0,69.54,0.0,0.0,359.0,3.4,13.29,1.97
635,6,11,51.69,82.2,207,2020-01-08 12:00:00,2.59,6.46,-2.38,0.0,100.0,8.38,60.0,7.36,84.43,3.99,156.47,2.37,4.75,10.0,64.65,0.0,0.0,359.0,3.5,11.47,1.64
663,6,11,52.33,84.1,205,2020-01-08 13:00:00,2.6,6.09,-2.39,0.0,100.0,8.48,60.0,6.99,83.73,3.55,153.57,2.29,4.52,10.0,64.55,0.0,0.0,359.0,3.3,12.06,2.14
561,3,11,51.42,79.75,190,2020-01-08 14:00:00,2.22,5.47,-3.66,0.0,100.0,8.26,60.0,6.68,84.9,3.46,157.48,1.24,4.16,10.0,65.53,0.0,0.0,359.0,1.4,11.39,2.5
470,4,11,49.99,70.65,204,2020-01-08 15:00:00,2.09,4.95,-3.23,0.0,100.0,7.81,60.0,6.46,85.99,3.26,157.54,1.18,3.92,10.0,61.21,0.0,0.0,358.0,1.4,12.31,2.38
451,6,11,49.35,76.44,171,2020-01-08 16:00:00,2.06,4.73,-3.74,0.0,100.0,8.0,60.0,6.46,86.91,3.14,162.94,1.11,3.76,10.0,60.8,0.0,0.0,359.0,2.0,13.4,2.4
532,6,11,49.76,89.19,177,2020-01-08 17:00:00,2.03,4.5,-3.61,0.0,100.0,7.8,60.0,6.16,86.36,3.17,150.49,1.43,3.75,10.0,51.59,0.0,0.0,360.0,0.5,11.1,2.58
460,2,11,46.88,75.21,170,2020-01-08 18:00:00,1.95,4.3,-3.73,0.0,100.0,6.87,133.3,6.12,85.52,3.13,140.52,1.26,3.69,10.0,52.65,0.0,0.0,359.0,-0.1,12.0,2.51
563,2,11,49.15,93.09,197,2020-01-08 19:00:00,1.96,4.19,-4.13,0.0,100.0,7.69,60.0,6.11,84.61,3.17,149.02,1.01,3.73,10.0,53.02,0.0,0.0,359.0,1.2,10.61,2.24
535,6,11,52.58,96.57,173,2020-01-08 20:00:00,1.74,4.01,-3.74,0.0,100.0,7.13,60.0,6.08,86.23,3.31,158.9,0.95,3.6,10.0,55.04,0.0,0.0,358.0,1.0,13.93,2.91
565,2,11,54.82,88.28,185,2020-01-08 21:00:00,1.99,4.01,-3.05,0.0,100.0,7.66,60.0,5.73,84.62,3.1,146.36,1.2,3.7,10.0,56.1,0.0,0.0,360.0,0.9,11.75,2.35
329,6,11,55.43,62.99,177,2020-01-08 22:00:00,2.28,3.97,-2.23,0.0,100.0,7.75,60.0,5.69,83.71,2.74,163.06,1.4,3.73,10.0,56.22,0.0,0.0,355.0,1.3,10.41,1.38
388,6,11,56.8,71.95,184,2020-01-08 23:00:00,2.39,3.89,-2.77,0.0,100.0,7.98,60.0,5.81,82.57,2.64,158.76,0.85,3.76,10.0,59.6,0.0,0.0,359.0,1.1,9.73,0.94
322,6,11,58.41,63.75,176,2020-01-09 00:00:00,2.32,3.9,-1.4,0.0,100.0,7.78,60.0,5.65,85.43,2.43,154.96,1.26,3.58,10.0,66.1,0.0,0.0,355.0,0.9,10.49,0.8
220,2,11,59.96,47.6,191,2020-01-09 01:00:00,2.51,3.91,-2.62,0.0,100.0,7.4,1.65,5.42,87.4,2.19,147.68,1.6,3.5,10.0,70.02,0.0,0.0,359.0,1.6,10.04,0.12
183,6,11,63.04,39.44,182,2020-01-09 02:00:00,2.63,3.97,-1.7,0.0,100.0,7.51,0.91,5.55,88.54,2.13,142.72,1.7,3.56,10.0,67.01,0.0,0.0,359.0,1.3,9.22,0.08
168,6,11,65.33,35.06,183,2020-01-09 03:00:00,2.84,4.02,-1.37,0.0,100.0,7.62,0.75,5.73,88.13,2.24,149.47,1.78,3.78,10.0,67.06,0.0,0.0,360.0,1.8,8.83,0.07
173,6,11,63.57,40.34,182,2020-01-09 04:00:00,3.03,4.1,-1.31,0.0,100.0,7.58,0.54,6.04,87.61,2.44,158.49,2.12,4.19,10.0,73.38,0.0,0.0,359.0,1.7,9.36,0.05
356,6,11,58.17,63.75,175,2020-01-09 05:00:00,2.91,4.22,-1.04,0.0,100.0,7.69,60.0,5.85,88.43,2.51,148.39,1.92,4.19,10.0,72.95,0.0,0.0,359.0,1.4,10.23,0.85
729,6,11,55.49,112.35,186,2020-01-09 06:00:00,3.11,4.67,-1.33,0.0,100.0,7.62,60.0,6.31,88.26,2.48,142.65,2.05,4.34,10.0,74.3,0.0,0.0,359.0,2.2,10.8,1.51
518,6,11,51.0,95.17,175,2020-01-09 07:00:00,3.4,5.43,-0.24,0.0,100.0,7.62,60.0,6.55,88.09,2.66,132.61,2.87,4.66,10.0,72.04,0.0,0.0,355.0,2.9,9.52,0.27
513,4,11,48.7,87.3,181,2020-01-09 08:00:00,3.68,6.14,0.42,0.0,100.0,8.48,0.93,7.14,87.84,2.52,144.07,2.93,4.83,10.0,70.28,0.0,0.0,359.0,3.3,7.06,0.09
684,3,11,52.15,97.66,187,2020-01-09 09:00:00,4.08,7.19,-0.07,0.0,100.0,9.36,1.2,8.55,86.56,2.58,151.49,3.13,5.26,11.5,65.86,1.0,0.0,354.0,3.6,8.58,0.09
758,2,11,52.63,100.13,200,2020-01-09 10:00:00,4.11,7.68,-1.25,0.0,100.0,10.19,60.0,8.81,86.0,2.69,155.75,3.01,5.4,12.7,66.06,0.0,0.0,358.0,4.0,7.73,0.32
784,2,11,52.59,105.19,191,2020-01-09 11:00:00,4.35,7.85,0.44,0.0,100.0,10.74,60.0,8.59,85.02,2.59,151.63,3.27,5.5,12.3,64.9,0.0,0.0,355.0,4.3,7.86,0.98
878,2,11,52.87,115.72,177,2020-01-09 12:00:00,4.56,7.94,0.64,0.0,100.0,10.25,110.2,8.57,84.21,2.54,145.09,3.47,5.67,11.5,61.86,0.0,0.0,355.0,4.3,6.53,0.79
830,2,11,52.45,108.62,188,2020-01-09 13:00:00,4.68,7.43,1.23,0.0,100.0,9.77,60.0,7.95,84.11,2.33,149.78,3.46,5.64,10.6,62.81,0.0,0.0,358.0,4.4,6.53,2.52
823,3,11,52.17,108.09,183,2020-01-09 14:00:00,4.56,6.46,0.6,0.0,100.0,9.78,60.0,8.09,84.71,2.0,152.64,3.28,5.24,10.0,65.41,0.0,0.0,358.0,4.0,5.33,1.9
758,1,11,51.99,107.36,186,2020-01-09 15:00:00,4.53,5.85,0.18,0.0,100.0,9.34,60.0,6.95,86.43,1.59,128.76,2.74,4.88,10.0,71.09,0.0,0.0,359.0,2.5,5.04,2.3
723,2,11,50.87,99.14,189,2020-01-09 16:00:00,4.54,5.51,0.22,0.0,100.0,9.08,60.0,6.92,87.76,1.26,126.22,1.88,4.61,10.0,71.92,0.0,0.0,359.0,2.1,4.21,2.86
607,1,11,49.98,98.9,193,2020-01-09 17:00:00,4.44,5.21,0.22,0.0,100.0,8.65,60.0,6.8,88.66,1.04,141.3,1.41,4.43,10.0,72.25,0.0,0.0,359.0,1.6,3.89,3.19
607,2,11,48.44,94.26,202,2020-01-09 18:00:00,4.27,4.86,0.41,0.0,100.0,8.09,60.0,6.65,89.67,0.98,158.09,1.45,4.18,10.0,72.52,0.0,0.0,357.0,1.5,3.44,2.21
564,6,11,50.56,89.34,205,2020-01-09 19:00:00,4.21,4.64,0.43,0.0,100.0,9.43,60.0,6.48,90.16,0.9,159.43,1.56,4.02,10.0,72.66,0.0,0.0,355.0,1.4,3.31,1.97
530,6,11,54.94,97.2,212,2020-01-09 20:00:00,4.17,4.52,0.77,0.0,100.0,9.94,60.0,6.36,90.66,0.82,158.28,1.65,3.93,10.0,73.88,0.0,0.0,359.0,1.6,3.17,2.49
494,2,11,56.14,90.13,185,2020-01-09 21:00:00,3.88,4.0,0.48,0.0,100.0,10.03,60.0,6.62,90.99,0.87,146.17,1.31,3.7,10.0,73.37,0.0,0.0,358.0,1.1,3.33,1.9
411,6,11,57.07,73.6,179,2020-01-09 22:00:00,3.49,3.71,-0.2,0.0,100.0,8.48,60.0,6.69,92.44,0.86,145.41,0.68,3.34,10.0,73.98,0.0,0.0,355.0,0.9,3.65,1.05
413,6,11,58.3,72.87,199,2020-01-09 23:00:00,3.13,3.35,-1.71,0.0,100.0,8.3,60.0,6.15,93.01,0.92,148.03,0.42,3.08,10.0,76.93,0.0,0.0,357.0,0.2,3.25,1.08
359,6,11,59.44,67.74,193,2020-01-10 00:00:00,2.68,2.75,-1.4,0.0,100.0,7.87,60.0,6.18,93.79,0.92,169.77,-0.08,2.64,10.0,78.99,0.0,0.0,359.0,0.0,3.49,0.92
245,3,11,60.98,50.34,182,2020-01-10 01:00:00,2.41,2.4,-0.92,0.0,100.0,7.71,60.0,6.2,94.39,0.9,147.0,-0.42,2.38,10.0,79.38,0.0,0.0,355.0,-0.2,3.49,1.33
179,6,11,63.67,41.84,193,2020-01-10 02:00:00,2.2,2.15,-3.09,0.0,100.0,7.27,60.0,5.32,95.31,0.79,146.66,-0.59,2.09,10.0,80.5,0.0,0.0,355.0,-0.5,3.09,1.28
204,6,11,64.77,38.24,201,2020-01-10 03:00:00,2.02,2.13,-2.65,0.0,100.0,9.02,99.7,5.13,95.77,0.92,147.12,-1.32,2.03,10.0,80.6,0.0,0.0,355.0,-0.9,3.32,2.04
210,6,11,65.51,43.91,184,2020-01-10 04:00:00,1.95,2.22,-3.58,0.0,100.0,7.59,133.3,4.87,96.01,0.92,146.69,-1.4,2.03,10.0,79.64,0.0,0.0,358.0,-1.3,4.37,2.88
429,6,11,58.93,70.82,186,2020-01-10 05:00:00,2.09,2.38,-3.69,0.0,100.0,7.09,88.1,5.25,96.0,0.94,140.42,-1.55,2.17,10.0,80.0,0.0,0.0,354.0,-1.2,3.73,3.47
819,6,11,55.93,131.59,186,2020-01-10 06:00:00,3.5,3.24,-2.02,0.0,100.0,8.79,80.5,6.79,93.61,0.94,140.02,-0.46,3.27,10.0,72.19,0.0,0.0,354.0,-1.0,3.12,2.86
794,6,11,52.24,132.24,181,2020-01-10 07:00:00,5.49,5.55,-1.35,0.0,100.0,10.19,60.0,8.75,87.95,1.14,162.08,0.38,5.29,10.0,66.82,0.0,0.0,350.0,0.1,3.46,0.83
658,4,11,49.75,101.42,191,2020-01-10 08:00:00,7.14,8.53,0.27,0.0,100.0,11.07,60.0,9.94,78.67,1.45,171.37,1.47,7.07,12.0,61.07,1.0,0.0,346.0,3.5,4.15,0.73
870,6,11,52.32,118.3,188,2020-01-10 09:00:00,8.33,10.89,3.24,0.0,100.0,12.43,60.0,10.63,71.4,1.38,183.25,3.93,8.17,16.9,52.19,4.0,0.0,353.0,5.8,3.73,0.83
916,1,11,52.97,110.84,191,2020-01-10 10:00:00,9.17,12.68,5.52,0.0,100.0,13.41,60.0,11.26,66.8,1.41,185.27,6.77,8.99,19.0,42.74,0.0,0.0,354.0,6.4,4.4,0.56
864,2,11,52.99,108.89,200,2020-01-10 11:00:00,9.68,13.3,5.61,0.0,100.0,15.14,60.0,13.29,63.12,1.62,189.46,7.31,9.57,19.4,32.46,0.0,0.0,353.0,6.9,4.45,1.15
953,3,11,53.05,109.82,194,2020-01-10 12:00:00,9.87,12.63,6.35,0.0,100.0,16.4,60.0,14.51,62.6,1.62,187.47,7.35,9.7,19.2,35.33,0.0,0.0,355.0,6.5,4.85,0.74
891,1,11,54.34,114.2,195,2020-01-10 13:00:00,9.44,10.72,5.89,0.0,100.0,16.18,60.0,13.91,63.73,1.37,197.73,6.23,9.27,15.0,34.96,1.0,0.0,354.0,5.6,4.06,2.06
760,1,11,52.32,108.62,195,2020-01-10 14:00:00,8.44,8.87,4.39,0.0,100.0,13.93,60.0,12.12,69.5,1.12,193.93,4.47,8.19,13.9,40.51,0.0,0.0,353.0,4.4,3.73,1.79
831,1,11,50.65,103.24,192,2020-01-10 15:00:00,7.15,7.55,3.22,0.0,100.0,11.51,60.0,9.57,73.95,0.9,208.96,3.26,6.89,10.5,49.04,0.0,0.0,355.0,3.4,3.02,3.18
632,1,11,49.86,98.87,190,2020-01-10 16:00:00,6.22,6.7,1.96,0.0,100.0,10.86,60.0,9.23,78.41,0.86,180.91,2.59,5.96,10.0,55.0,0.0,0.0,355.0,2.8,3.49,3.38
581,1,11,49.22,90.04,185,2020-01-10 17:00:00,5.53,6.03,1.02,0.0,100.0,10.56,60.0,9.09,81.78,0.9,165.05,2.18,5.38,10.0,60.08,1.0,0.0,355.0,2.5,3.65,3.72
728,1,11,48.48,110.81,212,2020-01-10 18:00:00,5.06,5.47,-0.07,0.0,100.0,10.33,60.0,8.75,84.46,0.96,168.65,1.47,4.96,10.0,63.27,3.0,0.0,354.0,2.2,3.81,1.84
633,3,11,49.51,107.73,199,2020-01-10 19:00:00,4.76,5.04,-0.66,0.0,100.0,10.9,60.0,8.55,86.07,0.93,172.72,0.96,4.65,10.0,66.24,0.0,0.0,354.0,2.1,4.21,2.31
650,4,11,53.7,114.54,188,2020-01-10 20:00:00,4.5,4.68,-1.22,0.0,100.0,9.68,60.0,7.87,87.79,0.95,165.66,0.23,4.42,10.0,68.95,0.0,0.0,355.0,1.9,3.97,3.49
602,1,11,55.54,96.97,215,2020-01-10 21:00:00,4.29,4.37,-0.74,0.0,100.0,9.4,60.0,7.4,88.35,1.04,170.18,-0.17,4.29,10.0,61.63,2.0,0.0,355.0,1.7,5.53,2.6
541,1,11,57.08,93.6,185,2020-01-10 22:00:00,4.07,4.06,-1.0,0.0,100.0,8.64,60.0,7.19,88.95,1.05,174.74,-0.54,4.11,10.0,61.36,0.0,0.0,355.0,1.3,5.25,1.05
474,6,11,58.21,85.92,193,2020-01-10 23:00:00,3.85,3.79,-2.08,0.0,100.0,8.66,60.0,7.18,88.78,1.24,189.64,-0.58,4.11,10.0,53.44,1.0,0.0,354.0,1.1,5.19,1.77
418,1,11,59.15,77.36,199,2020-01-11 00:00:00,4.0,3.67,-1.18,0.0,100.0,8.95,60.0,7.11,88.9,1.24,179.97,-0.83,4.18,10.1,60.34,0.0,0.0,355.0,0.9,5.17,2.51
